,PRODUCT_NAME,State
40,Hair Oil Booster - 30 ml | Onion,"{'Madhya Pradesh': 6, 'Gujarat': 6, 'Andhra Pradesh': 4, 'Rajasthan': 3, 'Himachal Pradesh': 0, 'Maharashtra': 5, 'Karnataka': 1, 'Uttarakhand': 1, 'Chandigarh': 0, 'Arunachal Pradesh': 1, 'Haryana': 2, 'West Bengal': 2, 'Punjab': 2, 'Uttar Pradesh': 2, 'National Capital Territory of Delhi': 9, 'Goa': 2, 'Odisha': 1, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 1}"
41,Aloe Vera Gel Moisturizer with Aloe Vera & Ashwagandha for a Youthful Glow - 100 g,"{'Madhya Pradesh': 4, 'Gujarat': 8, 'Andhra Pradesh': 7, 'Rajasthan': 2, 'Himachal Pradesh': 1, 'Maharashtra': 8, 'Karnataka': 2, 'Uttarakhand': 5, 'Chandigarh': 2, 'Arunachal Pradesh': 0, 'Haryana': 2, 'West Bengal': 1, 'Punjab': 2, 'Uttar Pradesh': 4, 'National Capital Territory of Delhi': 5, 'Goa': 2, 'Odisha': 1, 'Jammu and Kashmir': 1, 'Jharkhand': 0, 'Tamil Nadu': 1}"
42,Aloe Vera Sunscreen Face Serum with Aloe Vera & Ashwagandha for UVA & B Protection - 30 ml,"{'Madhya Pradesh': 1, 'Gujarat': 1, 'Andhra Pradesh': 2, 'Rajasthan': 0, 'Himachal Pradesh': 2, 'Maharashtra': 1, 'Karnataka': 1, 'Uttarakhand': 0, 'Chandigarh': 2, 'Arunachal Pradesh': 2, 'Haryana': 0, 'West Bengal': 0, 'Punjab': 1, 'Uttar Pradesh': 1, 'National Capital Territory of Delhi': 1, 'Goa': 0, 'Odisha': 1, 'Jammu and Kashmir': 1, 'Jharkhand': 0, 'Tamil Nadu': 1}"
43,Aloe Vera Oil-Free Face Moisturizer with Aloe Vera & Ashwagandha for a Youthful Glow - 80 g,"{'Madhya Pradesh': 3, 'Gujarat': 2, 'Andhra Pradesh': 1, 'Rajasthan': 2, 'Himachal Pradesh': 1, 'Maharashtra': 0, 'Karnataka': 0, 'Uttarakhand': 1, 'Chandigarh': 1, 'Arunachal Pradesh': 1, 'Haryana': 1, 'West Bengal': 3, 'Punjab': 3, 'Uttar Pradesh': 2, 'National Capital Territory of Delhi': 2, 'Goa': 1, 'Odisha': 0, 'Jammu and Kashmir': 1, 'Jharkhand': 0, 'Tamil Nadu': 1}"
44,Onion Hair Styling Cream for Men with Onion & Redensyl for Nourishment & Styling- 100 g,"{'Madhya Pradesh': 2, 'Gujarat': 2, 'Andhra Pradesh': 3, 'Rajasthan': 5, 'Himachal Pradesh': 5, 'Maharashtra': 4, 'Karnataka': 5, 'Uttarakhand': 3, 'Chandigarh': 2, 'Arunachal Pradesh': 4, 'Haryana': 3, 'West Bengal': 4, 'Punjab': 8, 'Uttar Pradesh': 11, 'National Capital Territory of Delhi': 2, 'Goa': 3, 'Odisha': 3, 'Jammu and Kashmir': 0, 'Jharkhand': 2, 'Tamil Nadu': 3}"
45,Natural Henna Paste with Henna & Dark Roasted Coffee for Rich Naturally Colored Hair - 200 g,"{'Madhya Pradesh': 14, 'Gujarat': 7, 'Andhra Pradesh': 5, 'Rajasthan': 12, 'Himachal Pradesh': 7, 'Maharashtra': 12, 'Karnataka': 6, 'Uttarakhand': 7, 'Chandigarh': 5, 'Arunachal Pradesh': 7, 'Haryana': 8, 'West Bengal': 1, 'Punjab': 10, 'Uttar Pradesh': 9, 'National Capital Territory of Delhi': 6, 'Goa': 3, 'Odisha': 3, 'Jammu and Kashmir': 1, 'Jharkhand': 1, 'Tamil Nadu': 3}"
46,Foaming Face Wash For Kids With Aloe Vera & Coconut For Gentle Cleansing- 150 ml ,"{'Madhya Pradesh': 3, 'Gujarat': 2, 'Andhra Pradesh': 2, 'Rajasthan': 8, 'Himachal Pradesh': 3, 'Maharashtra': 10, 'Karnataka': 0, 'Uttarakhand': 2, 'Chandigarh': 3, 'Arunachal Pradesh': 4, 'Haryana': 0, 'West Bengal': 3, 'Punjab': 7, 'Uttar Pradesh': 7, 'National Capital Territory of Delhi': 4, 'Goa': 1, 'Odisha': 0, 'Jammu and Kashmir': 3, 'Jharkhand': 2, 'Tamil Nadu': 2}"
47,Henna Shampoo with Henna and Deep Roast Coffee for Premature Greying - 250 ml,"{'Madhya Pradesh': 3, 'Gujarat': 1, 'Andhra Pradesh': 0, 'Rajasthan': 2, 'Himachal Pradesh': 2, 'Maharashtra': 3, 'Karnataka': 3, 'Uttarakhand': 1, 'Chandigarh': 0, 'Arunachal Pradesh': 2, 'Haryana': 1, 'West Bengal': 1, 'Punjab': 3, 'Uttar Pradesh': 5, 'National Capital Territory of Delhi': 1, 'Goa': 2, 'Odisha': 2, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 0}"
48,Henna Conditioner with Henna and Deep Roast Coffee for Premature Greying - 250 ml,"{'Madhya Pradesh': 1, 'Gujarat': 0, 'Andhra Pradesh': 0, 'Rajasthan': 0, 'Himachal Pradesh': 0, 'Maharashtra': 2, 'Karnataka': 0, 'Uttarakhand': 0, 'Chandigarh': 0, 'Arunachal Pradesh': 1, 'Haryana': 0, 'West Bengal': 0, 'Punjab': 0, 'Uttar Pradesh': 1, 'National Capital Territory of Delhi': 0, 'Goa': 0, 'Odisha': 0, 'Jammu and Kashmir': 1, 'Jharkhand': 0, 'Tamil Nadu': 0}"
49,Henna Hair Oil with Henna & Coffee Oil for Premature Graying - 150 ml,"{'Madhya Pradesh': 2, 'Gujarat': 1, 'Andhra Pradesh': 1, 'Rajasthan': 0, 'Himachal Pradesh': 0, 'Maharashtra': 3, 'Karnataka': 0, 'Uttarakhand': 0, 'Chandigarh': 3, 'Arunachal Pradesh': 0, 'Haryana': 1, 'West Bengal': 0, 'Punjab': 2, 'Uttar Pradesh': 0, 'National Capital Territory of Delhi': 0, 'Goa': 1, 'Odisha': 1, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 0}"
50,Aloe Vera Sleeping Mask with Aloe Vera & Ashwagandha for a Youthful Glow - 100 g,"{'Madhya Pradesh': 7, 'Gujarat': 4, 'Andhra Pradesh': 2, 'Rajasthan': 5, 'Himachal Pradesh': 1, 'Maharashtra': 8, 'Karnataka': 3, 'Uttarakhand': 4, 'Chandigarh': 2, 'Arunachal Pradesh': 4, 'Haryana': 1, 'West Bengal': 1, 'Punjab': 1, 'Uttar Pradesh': 6, 'National Capital Territory of Delhi': 3, 'Goa': 1, 'Odisha': 1, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 3}"
51,Aloe Vera Face Serum with Aloe Vera & Ashwagandha for a Youthful Glowâ€“ 30 ml,"{'Madhya Pradesh': 1, 'Gujarat': 1, 'Andhra Pradesh': 1, 'Rajasthan': 0, 'Himachal Pradesh': 1, 'Maharashtra': 2, 'Karnataka': 0, 'Uttarakhand': 0, 'Chandigarh': 0, 'Arunachal Pradesh': 1, 'Haryana': 1, 'West Bengal': 0, 'Punjab': 0, 'Uttar Pradesh': 0, 'National Capital Territory of Delhi': 0, 'Goa': 0, 'Odisha': 1, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 0}"
52,Aloe Ashwagandha Gel with Aloe Vera & Ashwagandha for a Youthful Glow - 300 ml,"{'Madhya Pradesh': 5, 'Gujarat': 1, 'Andhra Pradesh': 1, 'Rajasthan': 5, 'Himachal Pradesh': 1, 'Maharashtra': 4, 'Karnataka': 1, 'Uttarakhand': 1, 'Chandigarh': 3, 'Arunachal Pradesh': 1, 'Haryana': 1, 'West Bengal': 0, 'Punjab': 3, 'Uttar Pradesh': 4, 'National Capital Territory of Delhi': 1, 'Goa': 1, 'Odisha': 1, 'Jammu and Kashmir': 1, 'Jharkhand': 1, 'Tamil Nadu': 0}"
53, Aloe Vera Face Wash with Aloe Vera & Ashwagandha for a Youthful Glow - 100 ml,"{'Madhya Pradesh': 2, 'Gujarat': 4, 'Andhra Pradesh': 2, 'Rajasthan': 1, 'Himachal Pradesh': 1, 'Maharashtra': 6, 'Karnataka': 1, 'Uttarakhand': 1, 'Chandigarh': 0, 'Arunachal Pradesh': 0, 'Haryana': 3, 'West Bengal': 2, 'Punjab': 1, 'Uttar Pradesh': 1, 'National Capital Territory of Delhi': 0, 'Goa': 4, 'Odisha': 2, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 0}"
54,Aloe Vera Night Cream with Aloe Vera and Ashwagandha for a Youthful Glow â€“ 50 g,"{'Madhya Pradesh': 3, 'Gujarat': 1, 'Andhra Pradesh': 0, 'Rajasthan': 1, 'Himachal Pradesh': 0, 'Maharashtra': 1, 'Karnataka': 0, 'Uttarakhand': 2, 'Chandigarh': 0, 'Arunachal Pradesh': 0, 'Haryana': 0, 'West Bengal': 0, 'Punjab': 0, 'Uttar Pradesh': 0, 'National Capital Territory of Delhi': 0, 'Goa': 0, 'Odisha': 0, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 0}"
55,Aloe Vera Day Cream with Aloe Vera & Ashwagandha for a Youthful Glow - 50 g,"{'Madhya Pradesh': 0, 'Gujarat': 0, 'Andhra Pradesh': 2, 'Rajasthan': 0, 'Himachal Pradesh': 0, 'Maharashtra': 0, 'Karnataka': 1, 'Uttarakhand': 0, 'Chandigarh': 1, 'Arunachal Pradesh': 1, 'Haryana': 1, 'West Bengal': 0, 'Punjab': 0, 'Uttar Pradesh': 1, 'National Capital Territory of Delhi': 0, 'Goa': 2, 'Odisha': 0, 'Jammu and Kashmir': 1, 'Jharkhand': 0, 'Tamil Nadu': 0}"
56,Vitamin C Underarm Scrub with Vitamin C and Turmeric for Brighter Underarms â€“ 50 g,"{'Madhya Pradesh': 6, 'Gujarat': 2, 'Andhra Pradesh': 0, 'Rajasthan': 2, 'Himachal Pradesh': 1, 'Maharashtra': 6, 'Karnataka': 3, 'Uttarakhand': 3, 'Chandigarh': 2, 'Arunachal Pradesh': 0, 'Haryana': 8, 'West Bengal': 2, 'Punjab': 2, 'Uttar Pradesh': 6, 'National Capital Territory of Delhi': 6, 'Goa': 1, 'Odisha': 2, 'Jammu and Kashmir': 1, 'Jharkhand': 0, 'Tamil Nadu': 1}"
57,Vitamin C Underarm Mask with Vitamin C & Turmeric for Brighter Underarms - 50 g,"{'Madhya Pradesh': 1, 'Gujarat': 0, 'Andhra Pradesh': 1, 'Rajasthan': 0, 'Himachal Pradesh': 0, 'Maharashtra': 3, 'Karnataka': 1, 'Uttarakhand': 0, 'Chandigarh': 0, 'Arunachal Pradesh': 0, 'Haryana': 1, 'West Bengal': 0, 'Punjab': 2, 'Uttar Pradesh': 1, 'National Capital Territory of Delhi': 1, 'Goa': 0, 'Odisha': 0, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 0}"
58,Vitamin C Underarm Cream with Vitamin C & Turmeric for Brighter Underarms  â€“ 50 g,"{'Madhya Pradesh': 9, 'Gujarat': 2, 'Andhra Pradesh': 5, 'Rajasthan': 5, 'Himachal Pradesh': 3, 'Maharashtra': 7, 'Karnataka': 4, 'Uttarakhand': 3, 'Chandigarh': 1, 'Arunachal Pradesh': 2, 'Haryana': 4, 'West Bengal': 2, 'Punjab': 3, 'Uttar Pradesh': 4, 'National Capital Territory of Delhi': 5, 'Goa': 1, 'Odisha': 2, 'Jammu and Kashmir': 1, 'Jharkhand': 0, 'Tamil Nadu': 1}"
59,Agent Apple Body Wash for Kids with Apple & Oat Protein â€“ 300 ml (Pack of 2),"{'Madhya Pradesh': 1, 'Gujarat': 0, 'Andhra Pradesh': 0, 'Rajasthan': 1, 'Himachal Pradesh': 1, 'Maharashtra': 0, 'Karnataka': 1, 'Uttarakhand': 1, 'Chandigarh': 0, 'Arunachal Pradesh': 1, 'Haryana': 0, 'West Bengal': 1, 'Punjab': 0, 'Uttar Pradesh': 1, 'National Capital Territory of Delhi': 1, 'Goa': 0, 'Odisha': 0, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 1}"
60,Major Mango Body Wash For Kids with Mango & Oat Protein - 300 ml (Pack of 2),"{'Madhya Pradesh': 0, 'Gujarat': 0, 'Andhra Pradesh': 0, 'Rajasthan': 2, 'Himachal Pradesh': 0, 'Maharashtra': 1, 'Karnataka': 0, 'Uttarakhand': 0, 'Chandigarh': 0, 'Arunachal Pradesh': 0, 'Haryana': 1, 'West Bengal': 0, 'Punjab': 0, 'Uttar Pradesh': 0, 'National Capital Territory of Delhi': 0, 'Goa': 0, 'Odisha': 0, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 1}"
61,Super Strawberry Body Lotion for Kids With Strawberry & Shea Butter - 400 ml (Pack of 2),"{'Madhya Pradesh': 1, 'Gujarat': 0, 'Andhra Pradesh': 1, 'Rajasthan': 1, 'Himachal Pradesh': 1, 'Maharashtra': 0, 'Karnataka': 0, 'Uttarakhand': 0, 'Chandigarh': 0, 'Arunachal Pradesh': 0, 'Haryana': 0, 'West Bengal': 1, 'Punjab': 0, 'Uttar Pradesh': 2, 'National Capital Territory of Delhi': 0, 'Goa': 0, 'Odisha': 1, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 0}"
62,Original Orange Body Lotion For Kids With Orange & Shea Butter - 400 ml (Pack of 2),"{'Madhya Pradesh': 0, 'Gujarat': 0, 'Andhra Pradesh': 0, 'Rajasthan': 0, 'Himachal Pradesh': 1, 'Maharashtra': 0, 'Karnataka': 0, 'Uttarakhand': 0, 'Chandigarh': 0, 'Arunachal Pradesh': 1, 'Haryana': 0, 'West Bengal': 0, 'Punjab': 0, 'Uttar Pradesh': 0, 'National Capital Territory of Delhi': 0, 'Goa': 0, 'Odisha': 1, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 0}"
63,Major Mango Body Lotion For Kids with Mango Butter & Milk Protein - 400 ml (Pack of 2),"{'Madhya Pradesh': 0, 'Gujarat': 0, 'Andhra Pradesh': 0, 'Rajasthan': 0, 'Himachal Pradesh': 0, 'Maharashtra': 0, 'Karnataka': 0, 'Uttarakhand': 1, 'Chandigarh': 1, 'Arunachal Pradesh': 0, 'Haryana': 0, 'West Bengal': 0, 'Punjab': 0, 'Uttar Pradesh': 1, 'National Capital Territory of Delhi': 0, 'Goa': 1, 'Odisha': 0, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 0}"
64,Agent Apple Body Lotion for Kids with Apple & Oat Milkâ€“ 400 ml (Pack of 2),"{'Madhya Pradesh': 0, 'Gujarat': 0, 'Andhra Pradesh': 0, 'Rajasthan': 0, 'Himachal Pradesh': 0, 'Maharashtra': 0, 'Karnataka': 0, 'Uttarakhand': 0, 'Chandigarh': 0, 'Arunachal Pradesh': 0, 'Haryana': 0, 'West Bengal': 0, 'Punjab': 0, 'Uttar Pradesh': 0, 'National Capital Territory of Delhi': 1, 'Goa': 0, 'Odisha': 0, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 0}"
65,Moisture Matte Long Stay Lipstick - 2g | Espresso Brown,"{'Madhya Pradesh': 7, 'Gujarat': 4, 'Andhra Pradesh': 2, 'Rajasthan': 5, 'Himachal Pradesh': 4, 'Maharashtra': 17, 'Karnataka': 3, 'Uttarakhand': 4, 'Chandigarh': 5, 'Arunachal Pradesh': 6, 'Haryana': 4, 'West Bengal': 1, 'Punjab': 1, 'Uttar Pradesh': 5, 'National Capital Territory of Delhi': 2, 'Goa': 3, 'Odisha': 1, 'Jammu and Kashmir': 1, 'Jharkhand': 1, 'Tamil Nadu': 1}"
66,Moisture Matte Long Stay Lipstick - 2g | Pink Tulip,"{'Madhya Pradesh': 1, 'Gujarat': 3, 'Andhra Pradesh': 2, 'Rajasthan': 3, 'Himachal Pradesh': 0, 'Maharashtra': 3, 'Karnataka': 1, 'Uttarakhand': 3, 'Chandigarh': 2, 'Arunachal Pradesh': 2, 'Haryana': 2, 'West Bengal': 3, 'Punjab': 5, 'Uttar Pradesh': 4, 'National Capital Territory of Delhi': 4, 'Goa': 1, 'Odisha': 3, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 4}"
67,Moisture Matte Long Stay Lipstick - 2g | Raspberry Scarlet,"{'Madhya Pradesh': 3, 'Gujarat': 1, 'Andhra Pradesh': 2, 'Rajasthan': 2, 'Himachal Pradesh': 2, 'Maharashtra': 3, 'Karnataka': 1, 'Uttarakhand': 1, 'Chandigarh': 3, 'Arunachal Pradesh': 1, 'Haryana': 4, 'West Bengal': 0, 'Punjab': 1, 'Uttar Pradesh': 3, 'National Capital Territory of Delhi': 1, 'Goa': 4, 'Odisha': 4, 'Jammu and Kashmir': 0, 'Jharkhand': 4, 'Tamil Nadu': 3}"
68,Moisture Matte Long Stay Lipstick - 2g | Melon Red,"{'Madhya Pradesh': 2, 'Gujarat': 3, 'Andhra Pradesh': 4, 'Rajasthan': 3, 'Himachal Pradesh': 4, 'Maharashtra': 5, 'Karnataka': 2, 'Uttarakhand': 2, 'Chandigarh': 1, 'Arunachal Pradesh': 5, 'Haryana': 3, 'West Bengal': 1, 'Punjab': 2, 'Uttar Pradesh': 1, 'National Capital Territory of Delhi': 2, 'Goa': 0, 'Odisha': 1, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 0}"
69,Moisture Matte Long Stay Lipstick - 2g | Bubblegum Nude,"{'Madhya Pradesh': 4, 'Gujarat': 3, 'Andhra Pradesh': 0, 'Rajasthan': 2, 'Himachal Pradesh': 1, 'Maharashtra': 3, 'Karnataka': 1, 'Uttarakhand': 1, 'Chandigarh': 1, 'Arunachal Pradesh': 2, 'Haryana': 0, 'West Bengal': 1, 'Punjab': 3, 'Uttar Pradesh': 4, 'National Capital Territory of Delhi': 4, 'Goa': 1, 'Odisha': 2, 'Jammu and Kashmir': 0, 'Jharkhand': 1, 'Tamil Nadu': 1}"
70,Moisture Matte Long Stay Lipstick - 2g | Cinnamon Nude,"{'Madhya Pradesh': 3, 'Gujarat': 1, 'Andhra Pradesh': 3, 'Rajasthan': 3, 'Himachal Pradesh': 1, 'Maharashtra': 2, 'Karnataka': 3, 'Uttarakhand': 4, 'Chandigarh': 1, 'Arunachal Pradesh': 2, 'Haryana': 2, 'West Bengal': 2, 'Punjab': 3, 'Uttar Pradesh': 4, 'National Capital Territory of Delhi': 1, 'Goa': 2, 'Odisha': 2, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 1}"
71,Moisture Matte Long Stay Lipstick - 2g | Candyfloss Pink,"{'Madhya Pradesh': 5, 'Gujarat': 0, 'Andhra Pradesh': 3, 'Rajasthan': 5, 'Himachal Pradesh': 2, 'Maharashtra': 5, 'Karnataka': 1, 'Uttarakhand': 4, 'Chandigarh': 3, 'Arunachal Pradesh': 5, 'Haryana': 4, 'West Bengal': 2, 'Punjab': 4, 'Uttar Pradesh': 1, 'National Capital Territory of Delhi': 1, 'Goa': 2, 'Odisha': 0, 'Jammu and Kashmir': 1, 'Jharkhand': 1, 'Tamil Nadu': 1}"
72,Moisture Matte Long Stay Lipstick - 2g | Plum Punch,"{'Madhya Pradesh': 3, 'Gujarat': 0, 'Andhra Pradesh': 1, 'Rajasthan': 2, 'Himachal Pradesh': 0, 'Maharashtra': 1, 'Karnataka': 2, 'Uttarakhand': 1, 'Chandigarh': 0, 'Arunachal Pradesh': 0, 'Haryana': 1, 'West Bengal': 0, 'Punjab': 0, 'Uttar Pradesh': 3, 'National Capital Territory of Delhi': 0, 'Goa': 0, 'Odisha': 1, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 0}"
73,Moisture Matte Long Stay Lipstick - 2g | Carnation Nude,"{'Madhya Pradesh': 2, 'Gujarat': 4, 'Andhra Pradesh': 3, 'Rajasthan': 4, 'Himachal Pradesh': 0, 'Maharashtra': 4, 'Karnataka': 1, 'Uttarakhand': 0, 'Chandigarh': 2, 'Arunachal Pradesh': 6, 'Haryana': 0, 'West Bengal': 0, 'Punjab': 2, 'Uttar Pradesh': 1, 'National Capital Territory of Delhi': 5, 'Goa': 3, 'Odisha': 2, 'Jammu and Kashmir': 2, 'Jharkhand': 2, 'Tamil Nadu': 0}"
74,Roots of Radiance Essence Serum with Ashwagandha & Turmeric for Radiant Skin â€“ 30 ml,"{'Madhya Pradesh': 12, 'Gujarat': 0, 'Andhra Pradesh': 6, 'Rajasthan': 3, 'Himachal Pradesh': 0, 'Maharashtra': 8, 'Karnataka': 3, 'Uttarakhand': 3, 'Chandigarh': 2, 'Arunachal Pradesh': 2, 'Haryana': 5, 'West Bengal': 1, 'Punjab': 4, 'Uttar Pradesh': 5, 'National Capital Territory of Delhi': 0, 'Goa': 2, 'Odisha': 0, 'Jammu and Kashmir': 1, 'Jharkhand': 2, 'Tamil Nadu': 5}"
75,Leaves of Clarity Essence Serum with Neem & Salicylic Acid for Clear Skinâ€“ 30 ml,"{'Madhya Pradesh': 4, 'Gujarat': 3, 'Andhra Pradesh': 7, 'Rajasthan': 4, 'Himachal Pradesh': 0, 'Maharashtra': 6, 'Karnataka': 2, 'Uttarakhand': 2, 'Chandigarh': 3, 'Arunachal Pradesh': 2, 'Haryana': 0, 'West Bengal': 1, 'Punjab': 3, 'Uttar Pradesh': 4, 'National Capital Territory of Delhi': 4, 'Goa': 2, 'Odisha': 1, 'Jammu and Kashmir': 1, 'Jharkhand': 0, 'Tamil Nadu': 1}"
76,Garden of Glow Essence Serum with Vitamin C & Passion Fruit for Skin Illumination â€“ 30 ml,"{'Madhya Pradesh': 7, 'Gujarat': 0, 'Andhra Pradesh': 8, 'Rajasthan': 5, 'Himachal Pradesh': 2, 'Maharashtra': 6, 'Karnataka': 4, 'Uttarakhand': 3, 'Chandigarh': 8, 'Arunachal Pradesh': 2, 'Haryana': 4, 'West Bengal': 1, 'Punjab': 3, 'Uttar Pradesh': 8, 'National Capital Territory of Delhi': 3, 'Goa': 2, 'Odisha': 3, 'Jammu and Kashmir': 1, 'Jharkhand': 2, 'Tamil Nadu': 0}"
77,Flowers of Youth Essence Serum with Hyaluronic Acid & Hibiscus for Youthful Skin â€“ 30 ml ,"{'Madhya Pradesh': 6, 'Gujarat': 5, 'Andhra Pradesh': 3, 'Rajasthan': 5, 'Himachal Pradesh': 4, 'Maharashtra': 8, 'Karnataka': 3, 'Uttarakhand': 1, 'Chandigarh': 3, 'Arunachal Pradesh': 3, 'Haryana': 2, 'West Bengal': 0, 'Punjab': 8, 'Uttar Pradesh': 1, 'National Capital Territory of Delhi': 4, 'Goa': 0, 'Odisha': 2, 'Jammu and Kashmir': 1, 'Jharkhand': 2, 'Tamil Nadu': 1}"
78,Naturally Matte Liquid Lipstick - 3 ml | Chocolate Truffle,"{'Madhya Pradesh': 2, 'Gujarat': 2, 'Andhra Pradesh': 3, 'Rajasthan': 3, 'Himachal Pradesh': 5, 'Maharashtra': 5, 'Karnataka': 2, 'Uttarakhand': 4, 'Chandigarh': 4, 'Arunachal Pradesh': 1, 'Haryana': 1, 'West Bengal': 3, 'Punjab': 6, 'Uttar Pradesh': 9, 'National Capital Territory of Delhi': 9, 'Goa': 3, 'Odisha': 0, 'Jammu and Kashmir': 1, 'Jharkhand': 1, 'Tamil Nadu': 0}"
79,Naturally Matte Liquid Lipstick - 3 ml | Chirpy Cherry,"{'Madhya Pradesh': 10, 'Gujarat': 4, 'Andhra Pradesh': 2, 'Rajasthan': 7, 'Himachal Pradesh': 5, 'Maharashtra': 10, 'Karnataka': 4, 'Uttarakhand': 4, 'Chandigarh': 1, 'Arunachal Pradesh': 5, 'Haryana': 3, 'West Bengal': 1, 'Punjab': 2, 'Uttar Pradesh': 4, 'National Capital Territory of Delhi': 3, 'Goa': 3, 'Odisha': 3, 'Jammu and Kashmir': 0, 'Jharkhand': 2, 'Tamil Nadu': 0}"
80,Naturally Matte Liquid Lipstick - 3 ml | Berryddict Magenta,"{'Madhya Pradesh': 3, 'Gujarat': 2, 'Andhra Pradesh': 6, 'Rajasthan': 0, 'Himachal Pradesh': 0, 'Maharashtra': 9, 'Karnataka': 7, 'Uttarakhand': 4, 'Chandigarh': 5, 'Arunachal Pradesh': 6, 'Haryana': 1, 'West Bengal': 1, 'Punjab': 0, 'Uttar Pradesh': 10, 'National Capital Territory of Delhi': 2, 'Goa': 3, 'Odisha': 3, 'Jammu and Kashmir': 3, 'Jharkhand': 2, 'Tamil Nadu': 1}"
81,Naturally Matte Liquid Lipstick - 3 ml | Rosy Nude,"{'Madhya Pradesh': 8, 'Gujarat': 4, 'Andhra Pradesh': 1, 'Rajasthan': 8, 'Himachal Pradesh': 2, 'Maharashtra': 6, 'Karnataka': 7, 'Uttarakhand': 2, 'Chandigarh': 2, 'Arunachal Pradesh': 4, 'Haryana': 0, 'West Bengal': 4, 'Punjab': 2, 'Uttar Pradesh': 3, 'National Capital Territory of Delhi': 2, 'Goa': 2, 'Odisha': 3, 'Jammu and Kashmir': 1, 'Jharkhand': 0, 'Tamil Nadu': 2}"
82,Naturally Matte Liquid Lipstick - 3 ml | Caramel Nude ,"{'Madhya Pradesh': 11, 'Gujarat': 4, 'Andhra Pradesh': 4, 'Rajasthan': 4, 'Himachal Pradesh': 2, 'Maharashtra': 9, 'Karnataka': 5, 'Uttarakhand': 3, 'Chandigarh': 2, 'Arunachal Pradesh': 4, 'Haryana': 3, 'West Bengal': 7, 'Punjab': 6, 'Uttar Pradesh': 6, 'National Capital Territory of Delhi': 6, 'Goa': 3, 'Odisha': 2, 'Jammu and Kashmir': 1, 'Jharkhand': 0, 'Tamil Nadu': 2}"
83,Bye Bye Wrinkles Face Cream with Green Tea & Collagen for Wrinkles & Fine Lines â€“ 30 g,"{'Madhya Pradesh': 5, 'Gujarat': 1, 'Andhra Pradesh': 1, 'Rajasthan': 1, 'Himachal Pradesh': 0, 'Maharashtra': 9, 'Karnataka': 3, 'Uttarakhand': 0, 'Chandigarh': 3, 'Arunachal Pradesh': 2, 'Haryana': 3, 'West Bengal': 0, 'Punjab': 0, 'Uttar Pradesh': 0, 'National Capital Territory of Delhi': 1, 'Goa': 1, 'Odisha': 2, 'Jammu and Kashmir': 0, 'Jharkhand': 0, 'Tamil Nadu': 2}"
84,Bye Bye Open Pores Face Cream with Rosehip & Niacinamide For Pore Tightening â€“ 30 g,"{'Madhya Pradesh': 12, 'Gujarat': 2, 'Andhra Pradesh': 3, 'Rajasthan': 9, 'Himachal Pradesh': 0, 'Maharashtra': 16, 'Karnataka': 5, 'Uttarakhand': 2, 'Chandigarh': 4, 'Arunachal Pradesh': 3, 'Haryana': 6, 'West Bengal': 3, 'Punjab': 3, 'Uttar Pradesh': 11, 'National Capital Territory of Delhi': 2, 'Goa': 0, 'Odisha': 2, 'Jammu and Kashmir': 0, 'Jharkhand': 2, 'Tamil Nadu': 4}"
85,Bye Bye Acne Face Cream with Willow Bark Extract & Salicylic Acid For Clear Skin â€“ 30 g,"{'Madhya Pradesh': 7, 'Gujarat': 3, 'Andhra Pradesh': 7, 'Rajasthan': 7, 'Himachal Pradesh': 4, 'Maharashtra': 8, 'Karnataka': 4, 'Uttarakhand': 3, 'Chandigarh': 4, 'Arunachal Pradesh': 3, 'Haryana': 9, 'West Bengal': 1, 'Punjab': 6, 'Uttar Pradesh': 6, 'National Capital Territory of Delhi': 7, 'Goa': 2, 'Odisha': 1, 'Jammu and Kashmir': 0, 'Jharkhand': 3, 'Tamil Nadu': 4}"
